<OUTPUT SRCFILE="5136.raw">
** ** Fz 1 -
SODRÉ sodré NP00O00 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Assembléia_Legislativa_do_Rio_de_Janeiro assembléia_legislativa_do_rio_de_janeiro NP00O00 1 -
, , Fc 1 -
em em SP 1 -
a o DA0FS0 1 -
chapa chapa NCFS000 0.819323 04188643-n:0.00767345/04314216-n:0.00700424/04233405-n:0.00677219/03661180-n:0.00644984
de de SP 1 -
Nilo_Peçanha nilo_peçanha NP00SP0 1 -
. . Fp 1 -

Deixou deixar VMIS3S0 1 00120316-v:0.00441178/00800930-v:0.00404006/00802318-v:0.00380068/02310007-v:0.00357892/00771490-v:0.00344431
a o DA0FS0 0.675415 -
assistência assistência NCFS000 1 01207609-n:0.00459913/05149832-n:0.00390635/05154908-n:0.0038997/01233397-n:0.00355575/00558008-n:0.00343996
em em SP 1 -
a o DA0FS0 1 -
Faculdade_de_Medicina faculdade_de_medicina NP00G00 1 -
em em SP 1 -
1916 1916 Z 1 -
e e CC 0.999951 -
em em SP 1 -
o o DA0MS0 1 -
ano ano NCMS000 1 15202634-n:0.00233761/15203565-n:0.00229283/15203791-n:0.0022242/15153787-n:0.00203015/15204297-n:0.00202521/15201505-n:0.00201525/08238660-n:0.00201195/15202806-n:0.00198665/15203229-n:0.00191729/15273626-n:0.00189664
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00907029/00127815-a:0.00904291
tornou tornar VMIS3S0 1 -
se se PP3CN00 1 -
secretário secretário NCMS000 1 10570019-n:0.00646084/10569744-n:0.00645452/01618503-n:0.00600449
de de SP 1 -
seu seu DP3MSS 0.957305 -
pai pai NCMS000 1 10080869-n:0.00584111/10399491-n:0.00468705/09988063-n:0.00442447/10944902-n:0.00419854
em em SP 1 -
a o DA0FS0 1 -
Prefeitura_do_Distrito_Federal prefeitura_do_distrito_federal NP00G00 1 -
. . Fp 1 -

Reeleito reeleito AQ0MS00 0.392366 -
deputado deputado NCMS000 0.993827 09830400-n:0.00720471/10005934-n:0.00712406
estadual estadual AQ0CS00 1 -
em em SP 1 -
1918 1918 Z 1 -
, , Fc 1 -
em em SP 1 -
esse esse DD0MS0 0.946429 - esse PD0MS00 0.0535714 -
mesmo mesmo PI0MS00 0.176901 -
ano ano NCMS000 1 15202634-n:0.00191345/15203565-n:0.0018761/15203791-n:0.00181722/15153787-n:0.0016634/15204297-n:0.00165676/15201505-n:0.00164834/08238660-n:0.001648/15202806-n:0.00162511/15203229-n:0.00156834/15273626-n:0.0015532
participou participar VMIS3S0 1 02450256-v:0.015742
como como CS 0.751351 -
médico médico NCMS000 0.808642 10020890-n:0.00608622/10305802-n:0.00532215/10165109-n:0.0052937
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
missão missão NCFS000 1 08403225-n:0.00328039/00970645-n:0.00325142/00731222-n:0.00319011/00730984-n:0.00310844/08402442-n:0.00303464
militar militar AQ0CS00 0.662338 -
brasileira brasileiro AQ0FS00 0.822581 02966829-a:0.0153561
enviada enviar VMP00SF 0.685888 01031256-v:0.00175792/01437254-v:0.00167069/01950798-v:0.00155722/01951480-v:0.00151392/01437888-v:0.00133708/01952898-v:0.00124177/02231661-v:0.00122377/01437597-v:0.00122212/02348568-v:0.00120039/01955127-v:0.00119942/01955508-v:0.00117079/01062555-v:0.00115297/02255081-v:0.00109827
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
França frança NP00G00 1 -
. . Fp 1 -

Permaneceu permanecer VMIS3S0 1 00117985-v:0.00695451/02731024-v:0.00694385/01857392-v:0.00596576/02731242-v:0.00594038/02639075-v:0.00589776/02727462-v:0.00556879
em em SP 1 -
esse esse DD0MS0 0.946429 - esse PD0MS00 0.0535714 -
país país NCMS000 1 08654360-n:0.00889578/08552138-n:0.00882842/08168978-n:0.00875008/08544813-n:0.00873927
até até SP 0.764262 -
1919 1919 Z 1 -
como como CS 0.751351 -
assistente assistente NCCS000 0.557567 09821831-n:0.0118719/09815790-n:0.0117798/09608002-n:0.010858
em em SP 1 -
o o DA0MS0 1 -
hospital hospital NCMS000 1 03540595-n:0.0111897/08054417-n:0.0100366/03043274-n:0.00871537/08054076-n:0.00854291
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Pitié pitié NP00O00 1 -
. . Fp 1 -

Em em SP 1 -
1921 1921 Z 1 -
tornou tornar VMIS3S0 1 -
se se PP3CN00 1 -
médico-chefe médico-chefe NCMS000 0.846154 -
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
serviço serviço NCMS000 1 00577525-n:0.0022478/01032040-n:0.00203292/00582388-n:0.00196889/01209576-n:0.00194734/03315023-n:0.00194261/00719705-n:0.00191989/00584891-n:0.00191424/04175380-n:0.00190747/01032368-n:0.00189087/00098625-n:0.00183205/08186047-n:0.00182227/00568430-n:0.00181565/13325847-n:0.00172217
de de SP 1 -
neuropsiquiatria neuropsiquiatria NCFS000 1 -
infantil infantil AQ0CS00 1 01492394-a:0.00955911/01493016-a:0.00905048/01648189-a:0.00718765
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 -
Hospital_dos_Alienados hospital_dos_alienados NP00G00 1 -
( ( Fpa 1 -
Pavilhão_Bonneville pavilhão_bonneville NP00SP0 1 -
) ) Fpt 1 -
. . Fp 1 -

Em em SP 1 -
esse esse DD0MS0 0.946429 - esse PD0MS00 0.0535714 -
mesmo mesmo RG 0.820175 -
ano ano NCMS000 1 15202634-n:0.00140557/15203565-n:0.00138256/15203791-n:0.00135828/15153787-n:0.00122195/15204297-n:0.00121651/08238660-n:0.00121387/15201505-n:0.00121194/15202806-n:0.00119368/15203229-n:0.00115086/15273626-n:0.00113936
, , Fc 1 -
tomou tomar VMIS3S0 1 01170052-v:0.00228336/01171183-v:0.00206242/01156834-v:0.00177064/01202068-v:0.00171167/01172275-v:0.00162023/02205272-v:0.00161799/02248299-v:0.00145186
parte parte NCFS000 0.969571 03892891-n:0.0011103/03081021-n:0.00103542/06392001-n:0.00101537/04164989-n:0.000995907/05868954-n:0.00099574/13809207-n:0.000966064/13086908-n:0.000945888/09385911-n:0.000943774/01085098-n:0.000943369/03390207-n:0.000928302/09428741-n:0.00087394/13286524-n:0.000873439
em em SP 1 -
a o DA0FS0 1 -
Reação_Republicana reação_republicana NP00O00 1 -
, , Fc 1 -
movimento movimento NCMS000 0.990196 07309781-n:0.00125603/00279835-n:0.00123475/08464601-n:0.00108417/00166355-n:0.00105243/07046339-n:0.00104778/00294190-n:0.00104198/14004317-n:0.00101774/00280586-n:0.00101061/00331655-n:0.00100789/00165942-n:0.000977475/11425088-n:0.000940853
que que PR0CN00 0.584265 -
promoveu promover VMIS3S0 1 02554922-v:0.00560067/00875806-v:0.00554965
a o DA0FS0 0.675415 -
candidatura candidatura NCFS000 1 00799537-n:0.0112926
de de SP 1 -
Nilo_Peçanha nilo_peçanha NP00SP0 1 -
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
presidência presidência NCFS000 1 15266265-n:0.00550716/00596807-n:0.00548975
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
República república NP00O00 1 08168978-n:0.0057922/08361329-n:0.0057238
, , Fc 1 -
em em SP 1 -
oposição oposição NCFS000 1 13854649-n:0.002465/00202284-n:0.00234104/13828905-n:0.00229179/01169744-n:0.00226051/08404188-n:0.00217846
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
de de SP 1 -
Artur_Bernardes artur_bernardes NP00SP0 1 -
, , Fc 1 -
afinal afinal RG 1 00151305-r:0.0101383
eleito eleito AQ0MS00 0.5 00846052-a:0.00654915/01294857-a:0.00552243
em em SP 1 -
março_de_1922 [??:??/3/1922:??.??:??] W 1 -
. . Fp 1 -

Em em SP 1 -
este este DD0MS0 0.843484 - este PD0MS00 0.156516 -
último último AO0MS00 0.866379 01010271-a:0.0271186
ano ano NCMS000 1 15203565-n:0.00353393/15202634-n:0.00350969/15203791-n:0.00331637/15204297-n:0.00304441/15153787-n:0.00303575/15201505-n:0.00301903/08238660-n:0.00301747/15202806-n:0.00297786/15203229-n:0.00287348/15273626-n:0.00284278
foi ir VMIS3S0 0.5 01835496-v:0.00322609/02051694-v:0.00186655/01955984-v:0.0017341/01995549-v:0.00168903/02072849-v:0.00167323/01904930-v:0.00156687/02009433-v:0.00156455/01935233-v:0.0015217/01957529-v:0.00150232/02102398-v:0.00146891/00341560-v:0.00144893/01882814-v:0.00136358/02058994-v:0.00135884/02685951-v:0.00135348/01846916-v:0.00134607/02102002-v:0.00133995/01849221-v:0.00133165/01841079-v:0.00128078/02686471-v:0.00124323/01839538-v:0.0012135/00343898-v:0.0011964
reeleito reeleito AQ0MS00 0.392366 -
deputado deputado NCMS000 0.993827 09830400-n:0.0132065/10005934-n:0.0130576
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
Assembléia_Legislativa_do_Rio_de_Janeiro assembléia_legislativa_do_rio_de_janeiro NP00O00 1 -
. . Fp 1 -

Assumindo assumir VMG0000 1 00632236-v:0.00630925/00524682-v:0.0062722/02381726-v:0.00620523
a o DA0FS0 0.675415 -
diretoria diretoria NCFS000 1 08380768-n:0.0180302
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
revista revista NCFS000 0.855932 06593296-n:0.00579282/06595351-n:0.00520661/03704210-n:0.00489794/06597466-n:0.00458574
Brasil_Médico brasil_médico NP00SP0 1 -
em em SP 1 -
1925 1925 Z 1 -
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
ano ano NCMS000 1 15202634-n:0.0023387/15203565-n:0.0023156/15203791-n:0.00222791/15153787-n:0.00202828/15204297-n:0.00202716/15201505-n:0.00201562/08238660-n:0.00201396/15202806-n:0.00198625/15203229-n:0.0019166/15273626-n:0.00189586
seguinte seguinte AQ0CS00 0.932099 00127948-a:0.00906985/00127815-a:0.00904305
tornou tornar VMIS3S0 1 -
se se PP3CN00 1 -
vice-diretor-médico vice-diretor-médico NCMS000 0.8125 -
de de SP 1 -
A o DA0FS0 0.675415 -
Eqüitativa eqüitativa NP00O00 1 -
. . Fp 1 -

Deixou deixar VMIS3S0 1 00120316-v:0.00495273/00800930-v:0.00454755/00802318-v:0.0042754/02310007-v:0.00402739/00771490-v:0.00387447
a o DA0FS0 0.675415 -
direção direção NCFS000 1 01144876-n:0.0206549
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
revista revista NCFS000 0.855932 06593296-n:0.00651176/06595351-n:0.00585864/03704210-n:0.00551009/06597466-n:0.00515839
em em SP 1 -
1928 1928 Z 1 -
e e CC 0.999951 -
em em SP 1 -
1929 1929 Z 1 -
ocupou ocupar VMIS3S0 1 00600370-v:0.00755463/01126360-v:0.00682927/02649042-v:0.00669158
o o DA0MS0 0.950254 -
cargo cargo NCMS000 1 00586262-n:0.0139135/13945102-n:0.0100786
de de SP 1 -
diretor diretor NCMS000 1 10014939-n:0.00594975/10474645-n:0.00555637/10015485-n:0.00526077/10468559-n:0.00510776
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 -
empresa empresa NCFS000 0.994778 08056231-n:0.021276
de de SP 1 -
seguros seguro NCMP000 0.788462 13344804-n:0.0117433/13344071-n:0.0108482
. . Fp 1 -

Continuando continuar VMG0000 1 02684924-v:0.00215053/02375131-v:0.00187917/02679899-v:0.00171678/00117985-v:0.00167471/01995549-v:0.00158828/00781000-v:0.001431/02747709-v:0.00141796/00350104-v:0.00140527/02684644-v:0.00138515/02747922-v:0.00137011
sua seu DP3FSS 0.929764 -
carreira carreira NCFS000 1 00294452-n:0.00475239/00449295-n:0.00474837/00440039-n:0.00443123
política político AQ0FS00 0.42812 02857407-a:0.00668045/02857587-a:0.00651139
, , Fc 1 -
em em SP 1 -
maio_de_1933 [??:??/5/1933:??.??:??] W 1 -
, , Fc 1 -
já já RG 0.999011 00033922-r:0.00725913/00031798-r:0.00709666
após após SP 1 -
a o DA0FS0 0.675415 -
